VIN,year,model,description,certified,convertible,M,Mileage,Location,interior,exterior,engine,fuel,transmission,drivetrain,mpg_hw,mpg_city,driving_assistance,executive,luxury_rear_seating,M_sport,price
WBA7T4C0XLGF97176,2020,7 Series,740i xDrive Sedan,0,0,0,4613,NV,Black Dakota Leather,Bernina Grey Amber Effect,I-6 cyl,Other,Automatic,AWD,28,20,0,0,0,0,83653
WBA8D9G50JNU67918,2018,3 Series,330i,0,0,0,19782,NV,Brown,Mineral Grey Metallic,I-4 cyl,Other,–,AWD,33,23,0,0,0,0,28417
WBABC4C57KBU96238,2019,8 Series,M850i xDrive Coupe,1,0,1,30501,NV,Cognac Extended Merino Leathe,Carbon Black Metallic,V-8 cyl,Other,Automatic,AWD,25,18,0,0,0,0,79778
WBAJE7C59JWC55041,2018,5 Series,540i,0,0,0,38735,NV,Cognac,Mineral White Metallic,I-6 cyl,Other,–,AWD,29,20,0,0,0,0,38703
WBASP2C54DC339711,2013,5 Series,535i xDrive Gran Turismo,0,0,0,97734,NV,Ivory White/Blk Dakota Leather,Imperial Blue Metallic,I-6 cyl,Other,Automatic,AWD,26,18,1,0,0,0,17274
WBAYF8C57DDE59256,2013,7 Series,750Li xDrive Sedan,0,0,0,45443,NV,Oyster Nappa Leather,Dark Graphite Metallic II,V-8 cyl,Other,Automatic,AWD,24,16,1,1,0,0,25073
WBA8E1C51JA178140,2018,3 Series,330e,0,0,0,12288,MD,Venetian Beige Sensatec,Alpine White,4,Other,–,RWD,–,–,0,0,0,0,30990
WBA8E5G50JNU47853,2018,3 Series,320i xDrive Sedan SA,0,0,0,16234,MD,Venetian Beige Sensatec,Alpine White,4,Gasoline,Automatic,AWD,34,23,0,0,0,0,26875
WBA8Z9C59JG828199,2018,3 Series,330i,0,0,0,35020,MD,Black Dak Lthr w/ Oyster hglgt,Mineral Grey Metallic,4,Gasoline,Automatic,AWD,33,23,1,0,0,0,31993
WBAHF3C05LWW68454,2020,Z4,Z4 sDrive30i,1,0,0,28282,MD,Magma Red Vernasca Leather,Black Sapphire Metallic,4,Gasoline,Automatic,RWD,32,24,0,1,0,1,53990
WBAJA7C51JWA72678,2018,5 Series,530i,0,0,0,26374,MD,Black Dakota Leather,Black Sapphire Metallic,4,Gasoline,Automatic,AWD,33,23,0,0,0,0,38990
WBAJA7C54JWA72755,2018,5 Series,530i xDrive Sedan,1,0,0,21299,MD,Black Dakota Leather,Jet Black,4,Gasoline,Automatic,AWD,33,23,0,0,0,0,38967
WBAJB1C51JB084554,2018,5 Series,530e xDrive iPerformance,1,0,0,25028,MD,Black Dakota Leather,Dark Graphite Metallic,4,Other,Automatic,AWD,–,–,1,0,0,0,39585
WBAJB1C57JB084252,2018,5 Series,530e xDrive iPerformance,1,0,0,17412,MD,Black Dakota Leather,Dark Graphite Metallic,4,Other,Automatic,AWD,–,–,0,0,0,0,39990
WBAJB1C58KB376848,2019,5 Series,530e xDrive,0,0,0,6955,MD,Cognac Dakota Leather,Dark Graphite Metallic,4,Other,Automatic,AWD,–,–,0,0,0,1,52500
WBAJB9C57JB049712,2018,5 Series,M550i xDrive Sedan,1,0,1,24396,MD,Night Blue Dakota Leather,Carbon Black Metallic,8,Gasoline,Automatic,AWD,25,16,1,1,0,0,54985
WBAJB9C58JB035480,2018,5 Series,M550i xDrive Sedan,1,0,1,30123,MD,Black Dakota Leather,Bluestone Metallic,8,Gasoline,Automatic,AWD,25,16,1,0,0,0,53990
WBAJE7C3XHWA03422,2017,5 Series,540i xDrive Sedan,0,0,0,30105,MD,Black Dakota Leather,Dark Graphite Metallic,6,Gasoline,Automatic,AWD,29,20,1,0,0,0,36990
WBAJV6C57KBK08896,2019,6 Series,640i xDrive Gran Turismo,0,0,0,15195,MD,Black Dakota Leather,Bluestone Metallic,6,Gasoline,Automatic,AWD,28,20,0,0,0,1,50990
WBXHT3C30J5K20991,2018,X1,X1 xDrive28i,1,0,0,7120,MD,Black Perforated Dakota Leathe,Black Sapphire Metallic,4,Gasoline,Automatic,AWD,31,22,0,0,0,0,31850
WBXHT3C31J5K20983,2018,X1,X1 xDrive28i,1,0,0,10058,MD,Black Perforated Dakota Leathe,Black Sapphire Metallic,4,Gasoline,Automatic,AWD,31,22,0,0,0,0,30990
WBXHT3C34H5F77071,2017,X1,X1 xDrive28i SULEV,1,0,0,25073,MD,Black SensaTec,Glacier Silver Metallic,4,Gasoline,Automatic,AWD,31,22,1,0,0,0,28880
WBXHT3C34J5K20816,2018,X1,X1,0,0,0,6800,MD,Black Perforated Dakota Leathe,Jet Black,4,Gasoline,Automatic,AWD,31,22,0,0,0,0,29990
WBXHT3C35H5F73658,2017,X1,X1 xDrive28i SULEV,1,0,0,20096,MD,Canberra Beige SensaTec,Jet Black,4,Gasoline,Automatic,AWD,31,22,1,0,0,0,29375
WBXHT3C36J5K25290,2018,X1,X1 xDrive28i,1,0,0,40346,MD,Canberra Beige Dakota Leather,Mineral White Metallic,4,Gasoline,Automatic,AWD,31,22,1,0,0,0,28990
WBXHT3C36J5K31378,2018,X1,X1 xDrive28i,1,0,0,36656,MD,Mocha Dakota Leather,Mineral White Metallic,4,Gasoline,Automatic,AWD,31,22,0,0,0,0,29390
WBXHT3C37J5K24570,2018,X1,X1,0,0,0,4840,MD,Black Dakota Leather,Glacier Silver Metallic,4,Gasoline,Automatic,AWD,31,22,0,0,0,0,31865
WBXHT3C39J5K22061,2018,X1,X1 xDrive28i,1,0,0,21667,MD,Canberra Beige Dakota Leather,Dark Olive Metallic,4,Gasoline,Automatic,AWD,31,22,1,0,0,0,30990
WBXHT3Z33H4A54010,2017,X1,X1 xDrive28i Br SULEV,1,0,0,30475,MD,Black SensaTec,Mineral Grey Metallic,4,Gasoline,Automatic,AWD,31,22,0,0,0,0,28400
WBXHT3Z38H4A57842,2017,X1,X1 xDrive28i Br SULEV,0,0,0,19584,MD,Black Perforated Dakota Leathe,Black Sapphire Metallic,4,Gasoline,Automatic,AWD,31,22,1,0,0,0,29990
WBXYJ1C00L5N91359,2020,X2,X2 xDrive28i,0,0,0,4372,MD,Black SensaTec,Mineral Grey Metallic,4,Gasoline,Automatic,AWD,31,24,0,0,0,0,35345
WBXYJ5C32JEF75147,2018,X2,X2 xDrive28i,0,0,0,7106,MD,Black SensaTec,Black Sapphire Metallic,4,Gasoline,Automatic,AWD,31,21,0,0,0,1,31350
WBXYJ5C3XJEF69550,2018,X2,X2 xDrive28i,1,0,0,20000,MD,Black SensaTec,Black Sapphire Metallic,4,Gasoline,Automatic,AWD,31,21,1,0,0,0,29999
WBXYJ5C56K5N51014,2019,X2,X2,0,0,0,11313,MD,Oyster/Black SensaTec,Jet Black,4,Gasoline,–,AWD,31,21,0,0,0,0,34990
4USFE43547LY76308,2007,X5,X5 3.0si,0,0,0,46393,PA,Black Nevada Leather,Black Sapphire Metallic,Gas I6 3.0L/183,Gasoline,Automatic,AWD,23,17,0,0,0,0,14991
5UXCR6C53KLK79487,2019,X5,X5,0,0,0,43113,PA,Black,Dark Graphite Metallic,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,Gasoline,–,AWD,26,20,0,0,0,0,52000
5UXCX4C54KLB39543,2019,X7,X7,0,0,0,17258,PA,Black,Black Sapphire Metallic,Twin Turbo Premium Unleaded V-8 4.4 L/268,Gasoline,–,AWD,21,15,0,0,0,0,86992
5UXCX6C02L9C09734,2020,X7,X7,0,0,0,15079,PA,Black,Mineral White Metallic,Twin Turbo Premium Unleaded V-8 4.4 L/268,Gasoline,Automatic,AWD,21,15,0,1,0,0,95500
5UXKR0C50G0U07864,2016,X5,X5 xDrive35i,0,0,0,44261,PA,Mocha Dakota Leather,Black Sapphire Metallic,Intercooled Turbo Premium Unleaded I-6 3.0 L/182,Gasoline,Automatic,AWD,24,18,0,0,0,0,31321
5UXKR0C55J0Y00413,2018,X5,X5 xDrive35i,1,0,0,25291,PA,Terra Brown Dakota Leather,Jet Black,Intercooled Turbo Premium Unleaded I-6 3.0 L/182,Gasoline,Automatic,AWD,24,18,1,0,0,0,43991
5UXKR0C56G0P21695,2016,X5,X5 xDrive35i,0,0,0,92135,PA,Mocha Dakota Leather,Jet Black,Intercooled Turbo Premium Unleaded I-6 3.0 L/182,Gasoline,Automatic,AWD,24,18,1,0,0,0,24900
5UXKR0C57J0X99670,2018,X5,X5 xDrive35i,1,0,0,39401,PA,Mocha Nappa Leather,Mineral White Metallic,Intercooled Turbo Premium Unleaded I-6 3.0 L/182,Gasoline,Automatic,AWD,24,18,1,0,0,0,41491
5UXKS4C50E0J93662,2014,X5,X5,0,0,0,40302,PA,Mocha,Mineral Silver Metallic,Twin Turbo Diesel I-6 3.0 L/183,Diesel,–,AWD,31,23,0,0,0,0,27500
5UXKS4C53E0J95146,2014,X5,X5 xDrive35d,0,0,0,77694,PA,Black Dakota Leather,Black Sapphire Metallic,Twin Turbo Diesel I-6 3.0 L/183,Diesel,Automatic,AWD,31,23,1,0,0,0,24491
5UXKT0C59J0W02127,2018,X5,X5 xDrive40e iPerformance,1,0,0,46992,PA,Mocha Dakota Leather,Imperial Blue Metallic,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Hybrid,Automatic,AWD,–,–,1,0,0,0,37999
5UXTR9C55KLR11276,2019,X3,X3 xDrive30i,1,0,0,10490,PA,Oyster Vernasca Leather,Black Sapphire Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,29,22,1,0,0,0,40991
5UXTR9C56KLR09794,2019,X3,X3 xDrive30i,1,0,0,22720,PA,Cognac Vernasca Leather,Alpine White,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,29,22,1,0,0,0,39991
5UXTR9C5XJLC74676,2018,X3,X3 xDrive30i,1,0,0,27468,PA,Cognac Vernasca Leather,Black Sapphire Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,29,22,1,0,0,0,37591
5UXTS3C51K0Z06563,2019,X3,X3 M40i,1,0,1,59909,PA,Mocha Vernasca Leather,Dark Graphite Metallic,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,Gasoline,Automatic,AWD,27,20,1,0,0,0,44991
5UXTS3C56J0Z01986,2018,X3,X3 M40i,1,0,1,27275,PA,Cognac Vernasca Leather,Dark Graphite Metallic,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,Gasoline,Automatic,AWD,27,20,1,0,0,0,44991
5UXTY5C00M9F02184,2021,X3,X3 xDrive30i,0,0,0,7828,PA,Black Vernasca Leather,Dark Graphite Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,29,23,0,0,0,0,42491
5UXTY5C06M9F36923,2021,X3,X3 xDrive30i,0,0,0,8910,PA,Cognac Vernasca Leather,Glacier Silver Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,29,23,0,0,0,0,42491
5UXWX5C51BL707697,2011,X3,X3 xDrive28i,0,0,0,86451,PA,Oyster Nevada Leather,Black Sapphire Metallic,Gas I6 3.0L/182,Gasoline,Automatic,AWD,25,19,0,0,0,0,13491
5UXWX7C50E0E82922,2014,X3,X3 xDrive35i,0,0,0,65250,PA,Black Nevada Leather,Black Sapphire Metallic,Intercooled Turbo Premium Unleaded I-6 3.0 L/182,Gasoline,Automatic,AWD,26,19,1,0,0,0,19300
5UXWX9C34H0W70449,2017,X3,X3 xDrive28i,1,0,0,28486,PA,Saddle Brown Nevada Leather,Mineral Silver Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,28,21,1,0,0,0,30991
5UXWX9C3XH0T19447,2017,X3,X3 xDrive28i,0,0,0,91607,PA,Black Nevada Leather,Space Gray Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,28,21,1,0,0,0,24491
5UXZV4C50BL400289,2011,X5,X5 xDrive35i Sport Activity,0,0,0,37814,PA,Black Nevada Leather,Black Sapphire Metallic,Turbocharged Gas I6 3.0L/182,Gasoline,Automatic,AWD,23,16,0,0,0,0,18991
5YMJU0C08L9B02483,2020,X5,X5 M Competition,0,0,1,7600,PA,Ivory/Blue Full Merino Lthr,Tanzanite Blue II Metallic,Twin Turbo Premium Unleaded V-8 4.4 L/268,Gasoline,Automatic,AWD,18,13,0,1,0,0,110500
WBA4J3C55JBL04418,2018,4 Series,430i xDrive Gran Coupe,1,0,0,21414,PA,Coral Red Dakota Leather,Alpine White,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,33,23,0,0,0,1,33991
WBA73AK05M7G39707,2021,2 Series,228i xDrive Gran Coupe,1,0,0,7332,PA,Black SensaTec,Black Sapphire Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,33,23,0,0,0,0,39265
WBA7F2C55JG856304,2018,7 Series,ALPINA B7 xDrive,1,0,0,16323,PA,Tartufo Full Merino Leather,ALPINA Blue Metallic,Twin Turbo Premium Unleaded V-8 4.4 L/268,Gasoline,Automatic,AWD,25,16,1,0,0,0,82991
WBA8B7G54HNU37230,2017,3 Series,340i xDrive Sedan SA,0,0,0,63201,PA,Black SensaTec,Alpine White,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,Gasoline,Automatic,AWD,31,21,1,0,0,0,25991
WBA8D9C50JEB35308,2018,3 Series,330i xDrive Sedan,0,0,0,30361,PA,Black Dak Lthr w/ Oyster hglgt,Glacier Silver Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,33,23,0,0,0,0,27491
WBA8E1C55JA178674,2018,3 Series,330e iPerformance,1,0,0,11047,PA,Black Dak Lthr w/ Oyster hglgt,Alpine White,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Hybrid,Automatic,RWD,–,–,0,0,0,0,26999
WBA8E5G51HNU22969,2017,3 Series,320i xDrive Sedan SA,0,0,0,24491,PA,Oyster Dakota Leather,Mediterranean Blue Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,34,23,1,0,0,0,24491
WBA8F1C53JAE97510,2018,3 Series,328d xDrive Sedan,1,0,0,18150,PA,Cognac Lr DkBrwnHghlt/CgncDash,Mineral White Metallic,Intercooled Turbo Diesel I-4 2.0 L/122,Diesel,Automatic,AWD,40,30,1,0,0,0,31352
WBAFU7C58CDU59737,2012,5 Series,535i xDrive Sedan,0,0,0,92567,PA,Venetian Beige Dakota Leather,Imperial Blue Metallic,Turbocharged Gas I6 3.0L/182,Gasoline,Automatic,AWD,30,21,0,0,0,0,14991
WBAJA7C53JWA74190,2018,5 Series,530i xDrive Sedan,1,0,0,35935,PA,Cognac Dakota Leather,Mediterranean Blue Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,33,23,1,0,0,0,35991
WBAPK5C53BA994750,2011,3 Series,328xi Sedan,0,0,0,93027,PA,Leather Dakota Gray,Jet Black,Gas I6 3.0L/183,Gasoline,Automatic,AWD,26,17,0,0,0,0,10500
WBAPK5G5XBNN24993,2011,3 Series,3 Series,0,0,0,122369,PA,Beige,Deep Sea Blue Metallic,Gas I6 3.0L/183,Gasoline,–,AWD,26,17,0,0,0,0,9991
WBAVL1C53FVY36341,2015,X1,X1,0,0,0,67643,PA,Black,Black,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,–,AWD,32,22,0,0,0,0,16300
WBS2U7C58K7D14546,2019,2 Series,M2 Competition Coupe,0,0,1,25022,PA,Black Dakota with blue stich,Long Beach Blue Metallic,Twin Turbo Premium Unleaded I-6 3.0 L/182,Gasoline,Manual,RWD,25,18,0,1,0,0,54992
WBXHT3C32H5F69860,2017,X1,X1 xDrive28i SULEV,0,0,0,66339,PA,Black Perforated Dakota Leathe,Mineral Grey Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,31,22,1,0,0,0,23991
WBXHT3C38J5F90234,2018,X1,X1 xDrive28i,1,0,0,42790,PA,Black Perforated Dakota Leathe,Black Sapphire Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,31,22,0,0,0,0,26255
WBXHT3C39J5F92686,2018,X1,X1 xDrive28i,1,0,0,47859,PA,Oyster Perforated Dakota,Mediterranean Blue Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,31,22,0,0,0,0,26791
WBXYJ1C05M5S51125,2021,X2,X2 xDrive28i,1,0,0,7059,PA,Magma Red Dakota Leather,Black Sapphire Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,31,24,0,0,0,1,46991
WBXYJ5C32JEF76976,2018,X2,X2 xDrive28i,0,0,0,35244,PA,Black Perforated Dakota Leathe,Mineral Grey Metallic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Gasoline,Automatic,AWD,31,21,0,0,0,0,28991
3MW5R1J50K8A03658,2019,3 Series,330i,0,0,0,10068,MD,Black Vernasca Leather,Alpine White,4,Gasoline,–,RWD,36,26,0,0,0,0,34997
5UXKR0C59H0V65833,2017,X5,X5 xDrive35i,0,0,0,45307,MD,Mocha Dakota Leather,Mineral White Metallic,6,Gasoline,Automatic,AWD,24,18,1,0,0,0,36997
5UXKS4C39H0Y16490,2017,X5,X5 xDrive35d,0,0,0,20553,MD,Black Dakota Leather,Alpine White,6,Diesel,Automatic,AWD,29,23,0,0,0,0,42997
5UXKU6C52K0Z67038,2019,X6,X6 xDrive50i,1,0,0,23650,MD,Black Dakota Leather,Carbon Black Metallic,8,Gasoline,Automatic,AWD,22,17,1,1,0,1,63990
5UXTR9C54JLC76665,2018,X3,X3 xDrive30i,1,0,0,52032,MD,Black Vernasca Leather,Phytonic Blue Metallic,4,Gasoline,Automatic,AWD,29,22,0,0,0,0,35997
5UXTR9C54JLC77539,2018,X3,X3 xDrive30i,1,0,0,35529,MD,Cognac Vernasca Leather,Dark Olive Metallic,4,Gasoline,Automatic,AWD,29,22,0,0,0,0,36997
5UXTR9C56JLD62818,2018,X3,X3 xDrive30i,1,0,0,19317,MD,Canberra Beige/Black SensaTec,Alpine White,4,Gasoline,Automatic,AWD,29,22,1,0,0,0,38997
5UXTR9C5XKLP91569,2019,X3,X3 xDrive30i,1,0,0,11909,MD,Canberra Beige Vernasca Lthr,Terra Brown Metallic,2.0L I4 TwinPower Turbo,Gasoline,Automatic,AWD,29,22,1,0,0,0,42997
5UXXW7C53J0U26102,2018,X4,X4 M40i,0,0,1,2021,MD,Sand Beige Nevada Leather,Melbourne Red Metallic,6,Gasoline,Automatic,AWD,25,18,0,0,0,1,47497
WBA2H9C31H7A25729,2017,2 Series,230i xDrive Coupe SULEV,0,0,0,35918,MD,Oyster/Black SensaTec,Melbourne Red Metallic,4,Gasoline,Automatic,AWD,33,24,1,0,0,0,24997
WBA4J3C52JBL03534,2018,4 Series,430i xDrive Gran Coupe,1,0,0,29801,MD,Black SensaTec,Black Sapphire Metallic,4,Gasoline,Automatic,AWD,33,23,0,0,0,1,33994
WBA7F2C50JG856243,2018,7 Series,ALPINA B7 xDrive,1,0,0,23053,MD,Smoke White/Viola Merino Leath,Azurite Black Metallic,8,Gasoline,Automatic,AWD,25,16,1,0,1,0,89997
WBA8D9G39HNU62726,2017,3 Series,330i xDrive Sedan SA SULEV,1,0,0,31613,MD,Black SensaTec/Red Stitching,Jet Black,4,Gasoline,Automatic,AWD,33,23,1,0,0,0,28697
WBA8D9G5XJNU72267,2018,3 Series,330i xDrive Sedan SA,1,0,0,30109,MD,Black SensaTec/Red Stitching,Jet Black,4,Gasoline,Automatic,AWD,33,23,0,0,0,0,27997
WBA8E5G59JNU45860,2018,3 Series,320i xDrive Sedan SA,1,0,0,38711,MD,Black SensaTec,Glacier Silver Metallic,4,Gasoline,Automatic,AWD,34,23,0,0,0,0,24967
WBA8Z9C57JB220291,2018,3 Series,330i xDrive Gran Turismo,0,0,0,44878,MD,Black SensaTec/Red Stitching,Mineral Grey Metallic,4,Gasoline,Automatic,AWD,33,23,1,0,0,0,27897
WBAJA7C58JWA71432,2018,5 Series,530i xDrive Sedan,1,0,0,30512,MD,Cognac Dakota Leather,Alpine White,4,Gasoline,Automatic,AWD,33,23,0,0,0,0,35697
WBXHT3C39J3H33171,2018,X1,X1,0,0,0,4431,MD,Black SensaTec,Glacier Silver Metallic,4,Gasoline,Automatic,AWD,31,22,0,0,0,0,31997
WBXHT3Z34H4A65064,2017,X1,X1 xDrive28i Br SULEV,0,0,0,24327,MD,Oyster Perforated Dakota,Black Sapphire Metallic,4,Gasoline,Automatic,AWD,31,22,1,0,0,0,27997
WBXJG9C02M5S21661,2021,X1,X1 xDrive28i,0,0,0,3777,MD,Black SensaTec,Phytonic Blue Metallic,4,Gasoline,Automatic,AWD,31,23,0,0,0,0,39500
3MW5R7J58K8B01095,2019,3 Series,330i xDrive Sedan NA,1,0,0,29941,PA,Black SensaTec,Black Sapphire Metallic,I-4 cyl,Other,Automatic,AWD,34,25,0,0,0,0,33994
5UXCR6C53KLL53202,2019,X5,X5 xDrive40i,1,0,0,21735,PA,Cognac Vernasca Leather,Alpine White,I-6 cyl,Other,Automatic,AWD,26,20,0,1,0,1,59995
5UXCX4C57KLS36104,2019,X7,X7 xDrive50i,1,0,0,27804,PA,Black Vernasca Leather,Black Sapphire Metallic,V-8 cyl,Other,Automatic,AWD,21,15,0,0,0,0,79990
5UXTR9C52KLP81201,2019,X3,X3 xDrive30i,1,0,0,24446,PA,Black SensaTec,Dark Graphite Metallic,I-4 cyl,Other,Automatic,AWD,29,22,1,0,0,1,40995
5UXTR9C54JLD68827,2018,X3,X3 xDrive30i,1,0,0,15844,PA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,AWD,29,22,0,0,0,0,38495
5UXTR9C56KLE18970,2019,X3,X3 xDrive30i,1,0,0,13625,PA,Canberra Beige Vernasca Lthr,Dark Olive Metallic,I-4 cyl,Other,Automatic,AWD,29,22,1,0,0,0,41495
5UXTR9C59KLE16694,2019,X3,X3 xDrive30i,1,0,0,23220,PA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,AWD,29,22,1,0,0,0,39995
5UXTY5C05L9C64332,2020,X3,X3 xDrive30i,1,0,0,9019,PA,Canberra Beige/Black SensaTec,Dark Graphite Metallic,I-4 cyl,Other,Automatic,AWD,29,24,0,0,0,0,41990
5YMUJ0C00L9B57354,2020,X4,X4 M Competition,1,0,1,4283,PA,Sakhir Orange/Black Ext Lthr,Donington Grey Metallic,I-6 cyl,Other,Automatic,AWD,19,14,1,1,0,0,75995
WBA3B5G52ENS07051,2014,3 Series,328i xDrive,0,0,0,32478,PA,EXTERIOR,Mojave,I-4 cyl,Other,–,AWD,33,22,0,0,0,0,18495
WBA4J3C55JBG94925,2018,4 Series,430i xDrive Gran Coupe,1,0,0,38561,PA,VenetianBeige/DarkOyster,Imperial Blue Metallic,I-4 cyl,Other,Automatic,AWD,33,23,0,0,0,0,30795
WBA4W5C04LFH64783,2020,4 Series,430i xDrive Coupe,1,0,0,15104,PA,Black Dak Lthr w/ Oyster hglgt,Black Sapphire Metallic,I-4 cyl,Other,Automatic,AWD,31,21,0,0,0,1,37989
WBA4W5C57JAD32758,2018,4 Series,430i xDrive Coupe,1,0,0,31893,PA,Coral Red Dakota Leather,Glacier Silver Metallic,I-4 cyl,Other,Automatic,AWD,33,23,0,0,0,1,30989
WBA5U9C0XLA380616,2020,3 Series,M340i xDrive Sedan,1,0,1,17543,PA,Cognac Vernasca Leather,Alpine White,I-6 cyl,Other,Automatic,AWD,30,22,1,0,0,0,51995
WBA8A3C55JA067436,2018,3 Series,320i xDrive Sedan,1,0,0,22660,PA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,AWD,34,23,0,0,0,0,25795
WBA8D9G56JNU68894,2018,3 Series,330i xDrive Sedan SA,1,0,0,27976,PA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,AWD,33,23,0,0,0,0,26979
WBA8E3G51GNT80421,2016,3 Series,328i,0,0,0,44520,PA,EXTERIOR,Silver,I-4 cyl,Other,–,AWD,34,22,0,0,0,0,20995
WBA8K3C58HK679003,2017,3 Series,330i xDrive Sports Wagon SULEV,0,0,0,34256,PA,Leather Black/Red hghlgt/Stitc,Alpine White,I-4 cyl,Other,Automatic,AWD,33,23,1,0,0,0,30995
WBA8Z9C5XJG828244,2018,3 Series,330i xDrive Gran Turismo,1,0,0,45095,PA,Black Dakota Leather,Melbourne Red Metallic,I-4 cyl,Other,Automatic,AWD,33,23,0,0,0,0,27795
WBAGV4C00LCD73447,2020,8 Series,840i xDrive Gran Coupe,1,0,0,6014,PA,Ivory White Extended Merino Le,Dravit Grey Metallic,I-6 cyl,Other,Automatic,AWD,27,20,1,0,0,1,78948
WBAJA7C58JWC74983,2018,5 Series,530i,0,0,0,13438,PA,Cognac,Imperial Blue Metallic,I-4 cyl,Other,Automatic,AWD,33,23,1,0,0,0,37494
WBAJB1C54JB084743,2018,5 Series,530e xDrive iPerformance,1,0,0,21362,PA,Night Blue Dakota Leather,Glacier Silver Metallic,I-4 cyl,Other,Automatic,AWD,–,–,1,0,0,0,35995
WBAJR7C02LWW61588,2020,5 Series,530i xDrive Sedan,1,0,0,9177,PA,Black Dakota Leather,Glacier Silver Metallic,I-4 cyl,Other,Automatic,AWD,31,24,0,0,0,0,47993
WBAJR7C0XLWW58731,2020,5 Series,530i xDrive Sedan,1,0,0,13859,PA,Black Dakota Leather,Mediterranean Blue Metallic,I-4 cyl,Other,Automatic,AWD,31,24,0,0,0,0,45993
WBS4Y9C54JAA85888,2018,4 Series,M4 Coupe,1,0,1,16078,PA,Black Extended Merino Leather,Alpine White,I-6 cyl,Other,Manual,RWD,25,17,0,1,0,0,62995
WBXHT3C30J5L29595,2018,X1,X1 xDrive28i,1,0,0,32986,PA,Black Perforated Dakota Leathe,Mineral White Metallic,I-4 cyl,Other,Automatic,AWD,31,22,0,0,0,0,28995
WBXHT3C31J5F90771,2018,X1,X1 xDrive28i,1,0,0,26088,PA,Black Perforated Dakota Leathe,Jet Black,I-4 cyl,Other,Automatic,AWD,31,22,0,0,0,0,29495
WBXHT3C31J5L29668,2018,X1,X1 xDrive28i,1,0,0,44025,PA,Black SensaTec,Glacier Silver Metallic,I-4 cyl,Other,Automatic,AWD,31,22,0,0,0,0,27495
WBXHT3C39J5K27986,2018,X1,X1 xDrive28i,1,0,0,47092,PA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,AWD,31,22,0,0,0,0,26995
WBXHT3C3XJ5L25957,2018,X1,X1 xDrive28i,1,0,0,34530,PA,Black SensaTec,Sunset Orange Metallic,I-4 cyl,Other,Automatic,AWD,31,22,0,0,0,0,28495
WBXYJ5C36JEF72168,2018,X2,X2 xDrive28i,1,0,0,42998,PA,Black Perforated Dakota Leathe,Mineral Grey Metallic,I-4 cyl,Other,Automatic,AWD,31,21,0,0,0,0,29495
WBXYJ5C51K5N58971,2019,X2,X2 xDrive28i,0,0,0,20374,PA,Black with Blue Dakota Leather,Misano Blue Metallic,I-4 cyl,Other,Automatic,AWD,31,21,0,0,0,1,29995
5UXCR6C09M9F58465,2021,X5,X5,0,0,0,5,MD,EXTERIOR,Black Sapphire Metallic,3.0L Straight 6-Cyl Engine,Gasoline,–,AWD,25,21,1,0,0,0,70395
5UXTS3C59K0Z09596,2019,X3,X3 M40i,1,0,1,16886,MD,Black Leather w/blue stitching,Dark Graphite Metallic,3.0L Straight 6-Cyl Engine,Gasoline,Automatic,AWD,27,20,1,0,0,0,49283
